id,err,time,kpNum
0,0.0,8,2
1,0.0,7,4
2,0.0,14,7
3,0.0009930486593843098,29,5
4,0.06366307541625857,19,13
5,0.014557670772676373,40,6
6,0.0,14,6
7,0.0,1,1
8,0.0,13,4
9,0.0,49,8
10,0.018149882903981264,76,19
11,0.0,4,2
12,0.0,45,11
13,0.0,80,9
14,0.0,1,2
15,0.056363636363636366,46,4
16,0.043220634367375395,65,7
17,0.10051993067590988,17,3
18,0.0,5,4
19,0.02577319587628866,29,5
20,0.02909647779479326,64,12
